survey_id,site_code,survey_start,survey_end,survey_method,observation_hours,observed_bat_count,acoustic_detection_count,nightly_visit_count,colony_estimate,comparison_species_count,observer_team,survey_quality,weather_interference
BAT-0000166,KNT-SEN,2019-10-05T18:00:00,2019-10-12T00:00:00,fixed_acoustic_station,26.6,7,4,3,6.9,6,TEAM-11-4,high,46.4
BAT-0000167,KNT-SEN,2019-11-05T18:00:00,2019-11-12T00:00:00,fixed_acoustic_station,30.5,14,32,11,11.2,16,TEAM-11-4,high,24.6
BAT-0000168,KNT-SEN,2019-12-05T18:00:00,2019-12-12T00:00:00,acoustic_transect,32.6,13,26,14,15.0,6,TEAM-11-4,high,15.6
BAT-0000169,KNT-SEN,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_transect,35.7,13,26,12,12.8,8,TEAM-11-4,acceptable,26.9
BAT-0000170,KNT-SEN,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_transect,28.5,23,30,12,23.9,16,TEAM-11-4,high,35.0
BAT-0000171,KNT-SEN,2020-03-05T18:00:00,2020-03-12T00:00:00,acoustic_and_visual,31.7,15,25,13,17.7,13,TEAM-11-4,acceptable,26.1
BAT-0000172,KNT-SEN,2020-04-05T18:00:00,2020-04-12T00:00:00,fixed_acoustic_station,27.0,4,11,4,7.1,8,TEAM-11-4,high,33.3
BAT-0000173,KNT-SEN,2020-05-05T18:00:00,2020-05-12T00:00:00,acoustic_transect,27.8,9,7,0,12.4,13,TEAM-11-4,high,40.7
BAT-0000174,KNT-SEN,2020-06-05T18:00:00,2020-06-12T00:00:00,fixed_acoustic_station,26.0,6,4,9,10.9,7,TEAM-11-4,high,69.3
BAT-0000175,KNT-SEN,2020-07-05T18:00:00,2020-07-12T00:00:00,fixed_acoustic_station,28.6,9,5,5,10.0,13,TEAM-11-4,acceptable,48.9
BAT-0000176,KNT-SEN,2020-08-05T18:00:00,2020-08-12T00:00:00,acoustic_transect,26.7,7,13,5,5.8,16,TEAM-11-4,high,37.6
BAT-0000177,KNT-SEN,2020-09-05T18:00:00,2020-09-12T00:00:00,acoustic_transect,27.4,7,13,6,8.4,8,TEAM-11-4,acceptable,39.1
BAT-0000178,KNT-SEN,2020-10-05T18:00:00,2020-10-12T00:00:00,acoustic_and_visual,31.9,19,11,5,22.5,9,TEAM-11-4,acceptable,33.2
BAT-0000179,KNT-SEN,2020-11-05T18:00:00,2020-11-12T00:00:00,acoustic_transect,29.5,12,20,8,14.9,21,TEAM-11-4,high,46.2
BAT-0000180,KNT-SEN,2020-12-05T18:00:00,2020-12-12T00:00:00,acoustic_transect,40.0,12,16,9,15.5,11,TEAM-11-4,acceptable,24.6
BAT-0000181,KNT-SEN,2021-01-05T18:00:00,2021-01-12T00:00:00,acoustic_transect,42.4,8,27,12,8.6,6,TEAM-11-4,high,14.8
BAT-0000182,KNT-SEN,2021-02-05T18:00:00,2021-02-12T00:00:00,acoustic_and_visual,44.4,15,21,16,19.3,9,TEAM-11-4,high,28.9
BAT-0000183,KNT-SEN,2021-03-05T18:00:00,2021-03-12T00:00:00,acoustic_and_visual,29.2,15,12,10,14.3,10,TEAM-11-4,acceptable,32.6
BAT-0000184,KNT-SEN,2021-04-05T18:00:00,2021-04-12T00:00:00,acoustic_and_visual,34.0,14,20,8,15.1,12,TEAM-11-4,acceptable,24.9
BAT-0000185,KNT-SEN,2021-05-05T18:00:00,2021-05-12T00:00:00,acoustic_transect,30.4,15,29,12,10.8,15,TEAM-11-4,high,53.5
BAT-0000186,KNT-SEN,2021-06-05T18:00:00,2021-06-12T00:00:00,acoustic_transect,25.0,18,16,8,20.0,12,TEAM-11-4,acceptable,69.7
BAT-0000187,KNT-SEN,2021-07-05T18:00:00,2021-07-12T00:00:00,acoustic_transect,27.1,12,9,8,13.1,6,TEAM-11-4,acceptable,60.6
BAT-0000188,KNT-SEN,2021-08-05T18:00:00,2021-08-12T00:00:00,fixed_acoustic_station,26.6,15,17,10,16.1,9,TEAM-11-4,acceptable,56.4
BAT-0000189,KNT-SEN,2021-09-05T18:00:00,2021-09-12T00:00:00,fixed_acoustic_station,29.3,11,19,7,18.0,3,TEAM-11-4,high,54.8
BAT-0000190,KNT-SEN,2021-10-05T18:00:00,2021-10-12T00:00:00,acoustic_transect,29.9,9,15,8,9.4,13,TEAM-11-4,acceptable,44.2
BAT-0000191,KNT-SEN,2021-11-05T18:00:00,2021-11-12T00:00:00,acoustic_and_visual,35.9,21,18,5,26.3,7,TEAM-11-4,high,28.6
BAT-0000192,KNT-SEN,2021-12-05T18:00:00,2021-12-12T00:00:00,fixed_acoustic_station,31.1,15,23,12,12.2,14,TEAM-11-4,high,19.1
BAT-0000193,KNT-SEN,2022-01-05T18:00:00,2022-01-12T00:00:00,acoustic_and_visual,35.5,13,26,16,13.5,14,TEAM-11-4,high,26.0
BAT-0000194,KNT-SEN,2022-02-05T18:00:00,2022-02-12T00:00:00,fixed_acoustic_station,34.4,19,21,10,21.9,13,TEAM-11-4,high,23.2
BAT-0000195,KNT-SEN,2022-03-05T18:00:00,2022-03-12T00:00:00,acoustic_and_visual,28.4,23,37,21,27.8,5,TEAM-11-4,high,27.1
BAT-0000196,KNT-SEN,2022-04-05T18:00:00,2022-04-12T00:00:00,fixed_acoustic_station,30.8,20,30,14,21.6,12,TEAM-11-4,acceptable,36.1
BAT-0000197,KNT-SEN,2022-05-05T18:00:00,2022-05-12T00:00:00,fixed_acoustic_station,22.9,14,14,9,18.1,11,TEAM-11-4,acceptable,51.9
BAT-0000198,KNT-SEN,2022-06-05T18:00:00,2022-06-12T00:00:00,fixed_acoustic_station,24.4,12,16,7,13.7,15,TEAM-11-4,acceptable,59.8
BAT-0000199,KNT-SEN,2022-07-05T18:00:00,2022-07-12T00:00:00,acoustic_and_visual,24.3,15,17,9,18.2,15,TEAM-11-4,acceptable,50.0
BAT-0000200,KNT-SEN,2022-08-05T18:00:00,2022-08-12T00:00:00,fixed_acoustic_station,15.3,1,15,4,0.2,12,TEAM-11-4,acceptable,60.4
BAT-0000201,KNT-SEN,2022-09-05T18:00:00,2022-09-12T00:00:00,acoustic_transect,24.1,12,15,4,16.7,8,TEAM-11-4,high,49.4
BAT-0000202,KNT-SEN,2022-10-05T18:00:00,2022-10-12T00:00:00,fixed_acoustic_station,26.3,12,14,11,13.2,10,TEAM-11-4,acceptable,52.0
BAT-0000203,KNT-SEN,2022-11-05T18:00:00,2022-11-12T00:00:00,acoustic_transect,23.5,10,7,8,11.3,7,TEAM-11-4,limited,36.9
BAT-0000204,KNT-SEN,2022-12-05T18:00:00,2022-12-12T00:00:00,acoustic_transect,37.2,15,16,7,17.2,6,TEAM-11-4,high,45.1
BAT-0000205,KNT-SEN,2023-01-05T18:00:00,2023-01-12T00:00:00,fixed_acoustic_station,40.6,19,23,16,20.7,10,TEAM-11-4,high,7.4
BAT-0000206,KNT-SEN,2023-02-05T18:00:00,2023-02-12T00:00:00,fixed_acoustic_station,29.9,12,26,14,10.7,12,TEAM-11-4,high,32.2
BAT-0000207,KNT-SEN,2023-03-05T18:00:00,2023-03-12T00:00:00,acoustic_and_visual,36.7,18,41,21,18.7,14,TEAM-11-4,high,17.3
BAT-0000208,KNT-SEN,2023-04-05T18:00:00,2023-04-12T00:00:00,fixed_acoustic_station,28.2,17,21,15,22.3,8,TEAM-11-4,acceptable,32.0
BAT-0000209,KNT-SEN,2023-05-05T18:00:00,2023-05-12T00:00:00,acoustic_transect,27.2,20,25,22,19.2,15,TEAM-11-4,high,53.0
BAT-0000210,KNT-SEN,2023-06-05T18:00:00,2023-06-12T00:00:00,fixed_acoustic_station,25.5,24,21,11,23.0,14,TEAM-11-4,high,53.0
BAT-0000211,KNT-SEN,2023-07-05T18:00:00,2023-07-12T00:00:00,fixed_acoustic_station,20.1,8,13,6,11.1,9,TEAM-11-4,acceptable,64.1
BAT-0000212,KNT-SEN,2023-08-05T18:00:00,2023-08-12T00:00:00,fixed_acoustic_station,25.4,11,10,7,11.5,11,TEAM-11-4,acceptable,73.4
BAT-0000213,KNT-SEN,2023-09-05T18:00:00,2023-09-12T00:00:00,acoustic_transect,27.6,10,15,12,14.9,13,TEAM-11-4,acceptable,54.0
BAT-0000214,KNT-SEN,2023-10-05T18:00:00,2023-10-12T00:00:00,fixed_acoustic_station,30.1,17,19,3,19.1,5,TEAM-11-4,acceptable,41.6
BAT-0000215,KNT-SEN,2023-11-05T18:00:00,2023-11-12T00:00:00,fixed_acoustic_station,32.1,16,15,12,20.8,13,TEAM-11-4,acceptable,38.1
BAT-0000216,KNT-SEN,2023-12-05T18:00:00,2023-12-12T00:00:00,fixed_acoustic_station,38.2,18,26,14,24.0,6,TEAM-11-4,acceptable,28.1
BAT-0000217,KNT-SEN,2024-01-05T18:00:00,2024-01-12T00:00:00,acoustic_and_visual,33.2,14,31,10,14.1,9,TEAM-11-4,high,29.3
BAT-0000218,KNT-SEN,2024-02-05T18:00:00,2024-02-12T00:00:00,acoustic_and_visual,36.7,22,32,12,28.4,14,TEAM-11-4,high,8.0
BAT-0000219,KNT-SEN,2024-03-05T18:00:00,2024-03-12T00:00:00,acoustic_and_visual,28.1,14,26,9,14.3,13,TEAM-11-4,high,27.6
BAT-0000220,KNT-SEN,2024-04-05T18:00:00,2024-04-12T00:00:00,fixed_acoustic_station,33.2,18,33,16,20.5,12,TEAM-11-4,acceptable,27.1
BAT-0000221,KNT-SEN,2024-05-05T18:00:00,2024-05-12T00:00:00,fixed_acoustic_station,28.2,12,22,10,11.7,7,TEAM-11-4,acceptable,48.4
BAT-0000222,KNT-SEN,2024-06-05T18:00:00,2024-06-12T00:00:00,acoustic_and_visual,19.6,12,15,10,9.2,16,TEAM-11-4,acceptable,53.3
BAT-0000223,KNT-SEN,2024-07-05T18:00:00,2024-07-12T00:00:00,fixed_acoustic_station,26.4,10,14,4,11.3,6,TEAM-11-4,acceptable,48.0
BAT-0000224,KNT-SEN,2024-08-05T18:00:00,2024-08-12T00:00:00,fixed_acoustic_station,25.9,12,6,8,11.8,12,TEAM-11-4,acceptable,62.9
BAT-0000225,KNT-SEN,2024-09-05T18:00:00,2024-09-12T00:00:00,fixed_acoustic_station,27.3,10,13,13,10.3,13,TEAM-11-4,acceptable,42.1
BAT-0000226,KNT-SEN,2024-10-05T18:00:00,2024-10-12T00:00:00,fixed_acoustic_station,36.8,21,31,6,27.7,10,TEAM-11-4,high,35.6
BAT-0000227,KNT-SEN,2024-11-05T18:00:00,2024-11-12T00:00:00,fixed_acoustic_station,33.0,14,17,10,12.3,11,TEAM-11-4,high,34.2
BAT-0000228,KNT-SEN,2024-12-05T18:00:00,2024-12-12T00:00:00,acoustic_and_visual,24.3,9,15,10,10.9,13,TEAM-11-4,acceptable,27.7
BAT-0000229,KNT-SEN,2025-01-05T18:00:00,2025-01-12T00:00:00,acoustic_transect,39.2,10,33,12,9.8,11,TEAM-11-4,high,8.6
BAT-0000230,KNT-SEN,2025-02-05T18:00:00,2025-02-12T00:00:00,acoustic_and_visual,36.6,19,29,12,21.0,7,TEAM-11-4,high,17.5
BAT-0000231,KNT-SEN,2025-03-05T18:00:00,2025-03-12T00:00:00,fixed_acoustic_station,38.2,17,31,10,20.0,11,TEAM-11-4,high,16.0
BAT-0000232,KNT-SEN,2025-04-05T18:00:00,2025-04-12T00:00:00,acoustic_and_visual,29.8,11,14,6,10.1,8,TEAM-11-4,acceptable,47.3
BAT-0000233,KNT-SEN,2025-05-05T18:00:00,2025-05-12T00:00:00,fixed_acoustic_station,32.2,5,6,2,1.1,10,TEAM-11-4,high,48.9
BAT-0000234,KNT-SEN,2025-06-05T18:00:00,2025-06-12T00:00:00,acoustic_transect,29.3,12,9,4,13.1,9,TEAM-11-4,high,61.7
BAT-0000235,AVL-MAR,2019-01-05T18:00:00,2019-01-12T00:00:00,acoustic_and_visual,32.4,2,7,1,7.0,13,TEAM-12-5,acceptable,40.5
BAT-0000236,AVL-MAR,2019-02-05T18:00:00,2019-02-12T00:00:00,fixed_acoustic_station,34.1,6,17,5,4.3,11,TEAM-12-5,acceptable,31.6
BAT-0000237,AVL-MAR,2019-03-05T18:00:00,2019-03-12T00:00:00,acoustic_transect,31.9,12,21,6,12.5,10,TEAM-12-5,acceptable,39.7
BAT-0000238,AVL-MAR,2019-04-05T18:00:00,2019-04-12T00:00:00,acoustic_transect,23.2,6,20,12,7.5,10,TEAM-12-5,acceptable,44.5
BAT-0000239,AVL-MAR,2019-05-05T18:00:00,2019-05-12T00:00:00,acoustic_and_visual,34.4,22,30,17,25.3,7,TEAM-12-5,high,29.1
BAT-0000240,AVL-MAR,2019-06-05T18:00:00,2019-06-12T00:00:00,acoustic_transect,27.4,30,52,26,30.6,16,TEAM-12-5,high,44.6
BAT-0000241,AVL-MAR,2019-07-05T18:00:00,2019-07-12T00:00:00,acoustic_and_visual,28.2,13,32,13,15.8,9,TEAM-12-5,acceptable,46.1
BAT-0000242,AVL-MAR,2019-08-05T18:00:00,2019-08-12T00:00:00,fixed_acoustic_station,22.1,14,24,12,20.2,15,TEAM-12-5,acceptable,44.2
BAT-0000243,AVL-MAR,2019-09-05T18:00:00,2019-09-12T00:00:00,fixed_acoustic_station,23.7,7,7,3,7.0,17,TEAM-12-5,acceptable,69.4
BAT-0000244,AVL-MAR,2019-10-05T18:00:00,2019-10-12T00:00:00,fixed_acoustic_station,18.6,7,5,2,8.1,21,TEAM-12-5,acceptable,84.8
BAT-0000245,AVL-MAR,2019-11-05T18:00:00,2019-11-12T00:00:00,fixed_acoustic_station,28.0,14,19,13,13.4,20,TEAM-12-5,high,50.0
BAT-0000246,AVL-MAR,2019-12-05T18:00:00,2019-12-12T00:00:00,fixed_acoustic_station,31.3,12,14,8,13.1,10,TEAM-12-5,high,35.8
BAT-0000247,AVL-MAR,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_and_visual,19.0,7,16,4,4.9,11,TEAM-12-5,limited,20.8
BAT-0000248,AVL-MAR,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_and_visual,37.5,21,36,14,18.0,8,TEAM-12-5,high,12.5
BAT-0000249,AVL-MAR,2020-03-05T18:00:00,2020-03-12T00:00:00,fixed_acoustic_station,36.7,12,29,14,12.8,12,TEAM-12-5,acceptable,14.4
BAT-0000250,AVL-MAR,2020-04-05T18:00:00,2020-04-12T00:00:00,acoustic_and_visual,38.6,33,44,19,31.7,6,TEAM-12-5,high,15.9
BAT-0000251,AVL-MAR,2020-05-05T18:00:00,2020-05-12T00:00:00,acoustic_and_visual,32.6,20,24,18,26.9,6,TEAM-12-5,high,42.2
BAT-0000252,AVL-MAR,2020-06-05T18:00:00,2020-06-12T00:00:00,fixed_acoustic_station,27.0,17,31,17,17.0,8,TEAM-12-5,high,53.2
BAT-0000253,AVL-MAR,2020-07-05T18:00:00,2020-07-12T00:00:00,acoustic_and_visual,25.5,19,16,14,18.4,5,TEAM-12-5,acceptable,53.4
BAT-0000254,AVL-MAR,2020-08-05T18:00:00,2020-08-12T00:00:00,acoustic_and_visual,23.8,7,11,4,9.7,17,TEAM-12-5,acceptable,67.7
BAT-0000255,AVL-MAR,2020-09-05T18:00:00,2020-09-12T00:00:00,fixed_acoustic_station,29.3,16,12,9,19.5,9,TEAM-12-5,acceptable,66.1
BAT-0000256,AVL-MAR,2020-10-05T18:00:00,2020-10-12T00:00:00,acoustic_and_visual,19.1,6,10,6,5.6,10,TEAM-12-5,acceptable,66.0
BAT-0000257,AVL-MAR,2020-11-05T18:00:00,2020-11-12T00:00:00,acoustic_and_visual,29.8,25,34,17,27.6,11,TEAM-12-5,acceptable,39.7
BAT-0000258,AVL-MAR,2020-12-05T18:00:00,2020-12-12T00:00:00,acoustic_and_visual,34.0,16,19,9,19.5,8,TEAM-12-5,high,45.1
BAT-0000259,AVL-MAR,2021-01-05T18:00:00,2021-01-12T00:00:00,acoustic_transect,30.3,14,24,9,18.0,11,TEAM-12-5,acceptable,23.4
BAT-0000260,AVL-MAR,2021-02-05T18:00:00,2021-02-12T00:00:00,acoustic_and_visual,35.6,11,23,15,13.3,7,TEAM-12-5,high,15.0
BAT-0000261,AVL-MAR,2021-03-05T18:00:00,2021-03-12T00:00:00,acoustic_transect,34.9,16,23,10,15.2,14,TEAM-12-5,high,18.7
BAT-0000262,AVL-MAR,2021-04-05T18:00:00,2021-04-12T00:00:00,acoustic_transect,41.1,36,52,23,43.2,14,TEAM-12-5,high,19.8
BAT-0000263,AVL-MAR,2021-05-05T18:00:00,2021-05-12T00:00:00,fixed_acoustic_station,29.3,30,38,8,33.1,10,TEAM-12-5,high,25.5
BAT-0000264,AVL-MAR,2021-06-05T18:00:00,2021-06-12T00:00:00,fixed_acoustic_station,28.0,3,13,1,0.1,13,TEAM-12-5,high,36.0
BAT-0000265,AVL-MAR,2021-07-05T18:00:00,2021-07-12T00:00:00,acoustic_transect,20.7,5,6,3,10.4,10,TEAM-12-5,acceptable,58.8
BAT-0000266,AVL-MAR,2021-08-05T18:00:00,2021-08-12T00:00:00,fixed_acoustic_station,29.7,10,11,6,14.8,10,TEAM-12-5,acceptable,44.3
BAT-0000267,AVL-MAR,2021-09-05T18:00:00,2021-09-12T00:00:00,acoustic_transect,19.8,1,8,2,3.9,11,TEAM-12-5,limited,69.3
BAT-0000268,AVL-MAR,2021-10-05T18:00:00,2021-10-12T00:00:00,fixed_acoustic_station,23.6,2,8,2,0.0,11,TEAM-12-5,acceptable,49.6
BAT-0000269,AVL-MAR,2021-11-05T18:00:00,2021-11-12T00:00:00,acoustic_transect,23.7,7,2,2,7.4,10,TEAM-12-5,acceptable,44.8
BAT-0000270,AVL-MAR,2021-12-05T18:00:00,2021-12-12T00:00:00,acoustic_and_visual,30.3,13,9,16,17.6,7,TEAM-12-5,acceptable,46.9
BAT-0000271,AVL-MAR,2022-01-05T18:00:00,2022-01-12T00:00:00,acoustic_transect,38.3,13,10,5,17.3,10,TEAM-12-5,high,24.2
BAT-0000272,AVL-MAR,2022-02-05T18:00:00,2022-02-12T00:00:00,acoustic_and_visual,41.6,11,23,16,11.4,9,TEAM-12-5,high,14.7
BAT-0000273,AVL-MAR,2022-03-05T18:00:00,2022-03-12T00:00:00,acoustic_and_visual,33.2,21,16,10,22.1,7,TEAM-12-5,high,37.4
BAT-0000274,AVL-MAR,2022-04-05T18:00:00,2022-04-12T00:00:00,acoustic_transect,33.3,15,29,10,15.2,10,TEAM-12-5,high,23.5
BAT-0000275,AVL-MAR,2022-05-05T18:00:00,2022-05-12T00:00:00,acoustic_transect,27.4,8,20,11,11.4,13,TEAM-12-5,high,44.8
BAT-0000276,AVL-MAR,2022-06-05T18:00:00,2022-06-12T00:00:00,acoustic_and_visual,32.0,22,18,17,28.2,17,TEAM-12-5,high,52.9
BAT-0000277,AVL-MAR,2022-07-05T18:00:00,2022-07-12T00:00:00,acoustic_transect,29.3,12,21,12,10.5,20,TEAM-12-5,high,49.2
BAT-0000278,AVL-MAR,2022-08-05T18:00:00,2022-08-12T00:00:00,fixed_acoustic_station,31.2,18,12,5,19.9,14,TEAM-12-5,limited,45.9
BAT-0000279,AVL-MAR,2022-09-05T18:00:00,2022-09-12T00:00:00,acoustic_transect,24.4,9,14,9,10.5,18,TEAM-12-5,acceptable,61.5
BAT-0000280,AVL-MAR,2022-10-05T18:00:00,2022-10-12T00:00:00,acoustic_and_visual,20.6,16,18,7,13.6,8,TEAM-12-5,acceptable,65.6
BAT-0000281,AVL-MAR,2022-11-05T18:00:00,2022-11-12T00:00:00,fixed_acoustic_station,31.1,13,21,7,12.8,11,TEAM-12-5,acceptable,48.0
BAT-0000282,AVL-MAR,2022-12-05T18:00:00,2022-12-12T00:00:00,fixed_acoustic_station,27.2,15,29,18,19.1,14,TEAM-12-5,acceptable,41.6
BAT-0000283,AVL-MAR,2023-01-05T18:00:00,2023-01-12T00:00:00,acoustic_and_visual,35.3,12,22,7,11.2,12,TEAM-12-5,high,7.8
BAT-0000284,AVL-MAR,2023-02-05T18:00:00,2023-02-12T00:00:00,acoustic_transect,29.3,11,30,7,9.2,6,TEAM-12-5,high,28.9
BAT-0000285,AVL-MAR,2023-03-05T18:00:00,2023-03-12T00:00:00,acoustic_and_visual,33.3,19,39,14,22.6,12,TEAM-12-5,high,19.2
BAT-0000286,AVL-MAR,2023-04-05T18:00:00,2023-04-12T00:00:00,acoustic_transect,31.7,16,33,16,15.7,11,TEAM-12-5,high,26.9
BAT-0000287,AVL-MAR,2023-05-05T18:00:00,2023-05-12T00:00:00,fixed_acoustic_station,30.8,21,23,12,19.6,13,TEAM-12-5,high,29.9
BAT-0000288,AVL-MAR,2023-06-05T18:00:00,2023-06-12T00:00:00,acoustic_transect,37.2,19,43,16,21.3,11,TEAM-12-5,high,16.2
BAT-0000289,AVL-MAR,2023-07-05T18:00:00,2023-07-12T00:00:00,fixed_acoustic_station,25.4,15,25,7,13.9,13,TEAM-12-5,high,50.6
BAT-0000290,AVL-MAR,2023-08-05T18:00:00,2023-08-12T00:00:00,acoustic_and_visual,26.6,11,13,2,12.5,20,TEAM-12-5,acceptable,58.1
BAT-0000291,AVL-MAR,2023-09-05T18:00:00,2023-09-12T00:00:00,acoustic_and_visual,22.7,15,19,13,22.1,15,TEAM-12-5,high,66.2
BAT-0000292,AVL-MAR,2023-10-05T18:00:00,2023-10-12T00:00:00,acoustic_transect,29.3,6,12,6,8.9,14,TEAM-12-5,high,57.9
BAT-0000293,AVL-MAR,2023-11-05T18:00:00,2023-11-12T00:00:00,acoustic_and_visual,31.0,13,16,8,14.7,18,TEAM-12-5,high,39.0
BAT-0000294,AVL-MAR,2023-12-05T18:00:00,2023-12-12T00:00:00,acoustic_transect,35.8,10,11,11,9.4,14,TEAM-12-5,acceptable,35.2
BAT-0000295,AVL-MAR,2024-01-05T18:00:00,2024-01-12T00:00:00,acoustic_transect,35.8,15,23,7,16.1,11,TEAM-12-5,high,18.9
BAT-0000296,AVL-MAR,2024-02-05T18:00:00,2024-02-12T00:00:00,acoustic_transect,34.5,18,35,13,23.6,13,TEAM-12-5,high,27.2
BAT-0000297,AVL-MAR,2024-03-05T18:00:00,2024-03-12T00:00:00,acoustic_transect,34.3,11,20,11,13.6,15,TEAM-12-5,high,7.0
BAT-0000298,AVL-MAR,2024-04-05T18:00:00,2024-04-12T00:00:00,acoustic_and_visual,33.0,15,26,15,18.3,15,TEAM-12-5,high,29.7
BAT-0000299,AVL-MAR,2024-05-05T18:00:00,2024-05-12T00:00:00,acoustic_transect,31.1,22,40,19,23.4,9,TEAM-12-5,high,33.3
BAT-0000300,AVL-MAR,2024-06-05T18:00:00,2024-06-12T00:00:00,acoustic_transect,33.5,13,14,5,14.1,14,TEAM-12-5,high,46.5
BAT-0000301,AVL-MAR,2024-07-05T18:00:00,2024-07-12T00:00:00,acoustic_transect,26.3,5,9,2,6.8,6,TEAM-12-5,high,43.2
BAT-0000302,AVL-MAR,2024-08-05T18:00:00,2024-08-12T00:00:00,fixed_acoustic_station,28.2,7,10,10,8.5,10,TEAM-12-5,acceptable,52.5
BAT-0000303,AVL-MAR,2024-09-05T18:00:00,2024-09-12T00:00:00,acoustic_and_visual,32.0,8,7,4,12.7,12,TEAM-12-5,high,58.0
BAT-0000304,AVL-MAR,2024-10-05T18:00:00,2024-10-12T00:00:00,fixed_acoustic_station,29.0,7,4,2,7.4,16,TEAM-12-5,acceptable,53.1
BAT-0000305,AVL-MAR,2024-11-05T18:00:00,2024-11-12T00:00:00,acoustic_and_visual,29.6,4,11,4,6.3,9,TEAM-12-5,high,53.8
BAT-0000306,AVL-MAR,2024-12-05T18:00:00,2024-12-12T00:00:00,fixed_acoustic_station,25.9,6,14,4,5.0,11,TEAM-12-5,high,42.9
BAT-0000307,AVL-MAR,2025-01-05T18:00:00,2025-01-12T00:00:00,acoustic_and_visual,31.2,19,19,3,24.7,15,TEAM-12-5,high,31.4
BAT-0000308,AVL-MAR,2025-02-05T18:00:00,2025-02-12T00:00:00,acoustic_and_visual,30.2,7,13,4,9.1,9,TEAM-12-5,acceptable,14.9
BAT-0000309,AVL-MAR,2025-03-05T18:00:00,2025-03-12T00:00:00,acoustic_transect,38.0,19,31,16,21.6,15,TEAM-12-5,high,21.6
BAT-0000310,AVL-MAR,2025-04-05T18:00:00,2025-04-12T00:00:00,acoustic_transect,39.0,22,30,18,23.3,13,TEAM-12-5,high,21.2
BAT-0000311,AVL-MAR,2025-05-05T18:00:00,2025-05-12T00:00:00,acoustic_and_visual,30.8,10,30,12,11.4,9,TEAM-12-5,high,35.1
BAT-0000312,AVL-MAR,2025-06-05T18:00:00,2025-06-12T00:00:00,fixed_acoustic_station,32.6,25,25,17,32.9,8,TEAM-12-5,acceptable,39.1
BAT-0000313,AVL-VEL,2019-01-05T18:00:00,2019-01-12T00:00:00,fixed_acoustic_station,30.3,13,37,9,15.8,13,TEAM-12-1,acceptable,31.3
BAT-0000314,AVL-VEL,2019-02-05T18:00:00,2019-02-12T00:00:00,fixed_acoustic_station,35.4,26,31,13,31.0,11,TEAM-12-1,high,14.2
BAT-0000315,AVL-VEL,2019-03-05T18:00:00,2019-03-12T00:00:00,acoustic_transect,26.1,16,39,4,20.5,7,TEAM-12-1,high,30.1
BAT-0000316,AVL-VEL,2019-04-05T18:00:00,2019-04-12T00:00:00,acoustic_and_visual,27.8,36,34,31,39.4,12,TEAM-12-1,acceptable,36.0
BAT-0000317,AVL-VEL,2019-05-05T18:00:00,2019-05-12T00:00:00,acoustic_transect,31.6,20,46,12,23.6,8,TEAM-12-1,high,23.1
BAT-0000318,AVL-VEL,2019-06-05T18:00:00,2019-06-12T00:00:00,fixed_acoustic_station,28.6,21,34,15,21.7,11,TEAM-12-1,high,37.7
BAT-0000319,AVL-VEL,2019-07-05T18:00:00,2019-07-12T00:00:00,fixed_acoustic_station,30.3,19,47,21,19.6,13,TEAM-12-1,high,39.4
BAT-0000320,AVL-VEL,2019-08-05T18:00:00,2019-08-12T00:00:00,acoustic_transect,37.1,20,44,20,22.1,10,TEAM-12-1,acceptable,33.7
BAT-0000321,AVL-VEL,2019-09-05T18:00:00,2019-09-12T00:00:00,acoustic_transect,28.0,23,17,16,29.9,8,TEAM-12-1,acceptable,56.5
BAT-0000322,AVL-VEL,2019-10-05T18:00:00,2019-10-12T00:00:00,acoustic_and_visual,27.2,18,27,15,23.2,15,TEAM-12-1,high,55.8
BAT-0000323,AVL-VEL,2019-11-05T18:00:00,2019-11-12T00:00:00,acoustic_and_visual,32.9,10,12,9,11.0,10,TEAM-12-1,high,46.1
BAT-0000324,AVL-VEL,2019-12-05T18:00:00,2019-12-12T00:00:00,acoustic_transect,24.4,4,14,7,3.1,12,TEAM-12-1,high,43.5
BAT-0000325,AVL-VEL,2020-01-05T18:00:00,2020-01-12T00:00:00,acoustic_transect,31.1,10,18,7,8.5,13,TEAM-12-1,high,14.3
BAT-0000326,AVL-VEL,2020-02-05T18:00:00,2020-02-12T00:00:00,acoustic_and_visual,31.7,12,14,10,13.1,6,TEAM-12-1,high,22.7
BAT-0000327,AVL-VEL,2020-03-05T18:00:00,2020-03-12T00:00:00,acoustic_and_visual,31.2,17,27,6,17.8,15,TEAM-12-1,acceptable,23.4
BAT-0000328,AVL-VEL,2020-04-05T18:00:00,2020-04-12T00:00:00,fixed_acoustic_station,27.2,6,17,8,7.4,10,TEAM-12-1,acceptable,36.4
BAT-0000329,AVL-VEL,2020-05-05T18:00:00,2020-05-12T00:00:00,acoustic_and_visual,37.9,24,28,23,27.8,13,TEAM-12-1,high,19.0
BAT-0000330,AVL-VEL,2020-06-05T18:00:00,2020-06-12T00:00:00,fixed_acoustic_station,32.7,23,41,18,30.9,10,TEAM-12-1,high,31.4
